videoId,playlistId
fD0t_DKREbE,PLTjRvDozrdlxEIuOBZkMAK5uiqp8rHUax
iJKkZA215tQ,PLTjRvDozrdlxEIuOBZkMAK5uiqp8rHUax
XgSjoHgy3Rk,PLTjRvDozrdlxEIuOBZkMAK5uiqp8rHUax
H1NmJIv1A2Y,PLTjRvDozrdlxEIuOBZkMAK5uiqp8rHUax
gvicrj31JOM,PLTjRvDozrdlxEIuOBZkMAK5uiqp8rHUax
NgF9-pdTDGs,PLTjRvDozrdlxEIuOBZkMAK5uiqp8rHUax
4_iT6EGkQfk,PLTjRvDozrdlxEIuOBZkMAK5uiqp8rHUax
G3BS3sh3D8Q,PLTjRvDozrdlxEIuOBZkMAK5uiqp8rHUax
g1C40tDP0Bk,PLTjRvDozrdlxEIuOBZkMAK5uiqp8rHUax
NCwa_xi0Uuc,PLTjRvDozrdlxEIuOBZkMAK5uiqp8rHUax
XUSHH0E-7zk,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
jOupHNvDIq8,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
qZQmCfkmbNA,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
KvG0a9dY3UI,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
jn8PZNBmKm0,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
9Amxzvq5LY8,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
Cxo4UKpHv5s,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
44b6CDDnDPg,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
WlWdbtJoCLQ,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
j95Lwxvi9JY,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
IbgZASv0hc8,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
l20MBBFZAmA,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
VLXAzzRjQws,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
V2gVOIyUqVs,PLTjRvDozrdlydy3uUBWZlLUTNpJSGGCEm
NjN00cM18Z4,PLTjRvDozrdlxJjrQ4phZAUmiRn-HbK3M_
QygRnETpBIg,PLTjRvDozrdlxJjrQ4phZAUmiRn-HbK3M_
W9Ah_ZDFc1c,PLTjRvDozrdlxJjrQ4phZAUmiRn-HbK3M_
tiWqCBXnWj0,PLTjRvDozrdlxJjrQ4phZAUmiRn-HbK3M_
P17bFRuefjA,PLTjRvDozrdlxJjrQ4phZAUmiRn-HbK3M_
azCCiJJjKr4,PLTjRvDozrdlxJjrQ4phZAUmiRn-HbK3M_
k5E2AVpwsko,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
9AaRJ8COXdM,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
LtT01ZCHRjk,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
WjcL09xgo3o,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
hAaoPOx_oIw,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
wPT3K3w6JtU,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
ra5qNKNc95U,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
tUCa3JcFILI,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
vwyvMZStS54,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
mqWXRX5fxGQ,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
_-CD_5YhJTA,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
CaspUXvVVG4,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
SRn_E6juCVE,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
NjN00cM18Z4,PLTjRvDozrdlxAhsPP4ZYtt3G8KbJ449oT
gfkTfcpWqAY,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
u-HdLtqEOog,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
ZqDtPFrUonQ,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
q7aWkjH3UUI,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
4_J_CLKwoto,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
vpT4-7YdV7M,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
56bbjE4assU,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
_TxOmmJTd98,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
aQ8YkJrAbzE,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
gyal6TbgmSU,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
jQgwEsJISy0,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
IPc1HP1QAog,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
JhxC-K-Eehg,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
HYrXogLj7vg,PLTjRvDozrdlz3_FPXwb6lX_HoGXa09Yef
0JCUH5daCCE,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
fxY1q4SCB64,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
r_hYR53r61M,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
4W4LvJnNegA,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
W0No1JDc6vE,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
vUe91uOx7R0,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
VvjkphEwHlQ,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
jj0W8tYX_q8,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
1v_4dL8l8pQ,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
NRagrTU_v8o,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
E3NHd-PkLrQ,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
VEMyVrPC7Uw,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
BmKXBVdEV0g,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
ZYdXI1GteDE,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
X1dz0xRbSJc,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
vB6rmWCmANA,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
Z_gjlIji8hU,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
XBSvp43EQhA,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
vk0vUHWX6d8,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
ppcBIHv_ZPs,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
YBtzzVwrTeE,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
B3Fbujmgo60,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
Fx3ZGy-mbV4,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
w0p7ywfHesw,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
tZt6gRlRcgk,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
1SYU1GorO6Y,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
vyJU9efvUtQ,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
X3F3El_yvFg,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
ySJGjo3_EX4,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
5flXf8nuq60,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
BBWyXo-3JGQ,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
MFh0Fd7BsjE,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
4xA5JePvCJc,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
O9UDPy0u8-I,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
3HqN-YS8eso,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
32RP-sG1njE,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
NO7_jgzVgbc,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
2eebptXfEvw,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
8B8LUn6XEkA,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
Dk6Wopar10k,PLillGF-RfqbbI5_XFuidhe3EE7bej5T_y
XuFDcZABiDQ,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
FiGmAI5e91M,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
zT62eVxShsY,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
dzOrUmK4Qyw,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
ea9KyE78qKI,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
5j4FXMQBzmg,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
b6Oe2puTdMQ,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
gk_6BKiy6X4,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
IYCa1F-OWmk,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
yU5DYccb77A,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
JxEyXOlSgV0,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
Ly-9VTXJlnA,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
S8yn3-WpVV8,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
fFNXWinbgro,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
cSUt8b2qapM,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
ok6bu-3XRA8,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
DKzprvzbS14,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
-XwkFm5a9lw,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
SEMTj8w04Z8,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
NDEt0KdDbhk,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
jiM0wqQZMWg,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
ktPocNL0qGg,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
deyxI-6C2u4,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
v0t42xBIYIs,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
YaioUnMw0mo,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
fxY1q4SCB64,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
vUe91uOx7R0,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
jj0W8tYX_q8,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
E3NHd-PkLrQ,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
HRmdj-HpJyE,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
vyJU9efvUtQ,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
ontX4zfVqK8,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
NO7_jgzVgbc,PLillGF-RfqbY3c2r0htQyVbDJJoBFE6Rb
fBNz5xF-Kx4,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
6FOq4cUdH8k,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
LoziivfAAjE,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
7nafaH9SddU,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
980wnspXLe0,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
oykl1Ih9pMg,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
9Qzmri1WaaE,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
v2GKt39-LPA,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
EN6Dx22cPRI,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
7k03jobKGXM,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
QT3_zT97_1g,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
oaJq1mQ3dFI,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
nF9g1825mwk,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
HlYFW2zaYQM,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
zRo2tvQpus8,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
z84uTk5zmak,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
3f5Q9wDePzY,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
UzCkSzmEq8E,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
9S-mphgE5fA,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
DPXDFeUEk3g,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
R6LUMXrAoCE,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
Moy6QIpp7Zw,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
eB9Fq9I5ocs,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
iYM2zFP3Zn0,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
Z57566JBaZQ,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
ie3W6Al582k,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
KyWaXA_NvT0,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
U5tKiCOO72Q,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
jD7FnbI76Hg,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
-6OAHsde15E,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
SBvmnHTQIPY,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
BmKXBVdEV0g,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
_1xa8Bsho6A,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
KQya9i6czhM,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
PjjjhGW4ceM,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
9JdP-S3crt8,PLillGF-RfqbZ2ybcoD2OaabW2P7Ws8CWu
JJmcL1N2KQs,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
BHwgnGEhYG8,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
x8xjj6cR9Nc,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
QSTnwsZj2yc,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
e1IyzVyrLSU,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
ELkaEpN29PU,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
2TR_6VaVSOs,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
w25ea_I89iM,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
PTZiDnuC86g,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
4UcqECQe5Kc,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
ALizgnSFTwQ,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
6Qmnh5C4Pmo,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
2yXfUPwlZTw,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
MikphENIrOo,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
tZt6gRlRcgk,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
IFM9hbapeA0,PLillGF-Rfqba3xeEvDzIcUCxwMlGiewfV
xoxJxifNWPE,PLillGF-Rfqba3xeEvDzIcUCxwMlGiewfV
j9d7e9_fVu0,PLillGF-Rfqba3xeEvDzIcUCxwMlGiewfV
OwllppdFQ3U,PLillGF-Rfqba3xeEvDzIcUCxwMlGiewfV
Uyei2iDA4Hs,PLillGF-RfqbbRA-CIUxlxkUpbq0IFkX60
GieYIzvdt2U,PLillGF-RfqbbRA-CIUxlxkUpbq0IFkX60
BmL8iaLMnQ0,PLillGF-RfqbbRA-CIUxlxkUpbq0IFkX60
Fia-GGgHpK0,PLillGF-RfqbbRA-CIUxlxkUpbq0IFkX60
0d7cIfiydAc,PLillGF-RfqbbRA-CIUxlxkUpbq0IFkX60
EmAc4wQikwY,PLillGF-RfqbbRA-CIUxlxkUpbq0IFkX60
kfpY5BsIoFg,PLillGF-RfqbbRA-CIUxlxkUpbq0IFkX60
bOHysWYMZM0,PLillGF-RfqbZyLc9sMQ72_u3FW9fVxo1p
67OhLlFPqFQ,PLillGF-RfqbZyLc9sMQ72_u3FW9fVxo1p
6jbrWF3BWM0,PLillGF-RfqbZyLc9sMQ72_u3FW9fVxo1p
SEMTj8w04Z8,PLillGF-RfqbZrjw48EXLdM4dsOhURCLZx
-XwkFm5a9lw,PLillGF-RfqbZrjw48EXLdM4dsOhURCLZx
DKzprvzbS14,PLillGF-RfqbZrjw48EXLdM4dsOhURCLZx
ok6bu-3XRA8,PLillGF-RfqbZrjw48EXLdM4dsOhURCLZx
bqn-sx0v-l0,PLillGF-RfqbbFSFYR_yJfDcdq6It6OqdO
oyYOobBuczM,PLillGF-RfqbbFSFYR_yJfDcdq6It6OqdO
j55fHUJqtyw,PLillGF-RfqbYSx-Ab1xWVanGKtowTsnNm
X-JZ-QPApUs,PLillGF-RfqbYSx-Ab1xWVanGKtowTsnNm
W-b9KGwVECs,PLillGF-RfqbYSx-Ab1xWVanGKtowTsnNm
NDEt0KdDbhk,PLillGF-RfqbaxgxkKgKk1XlJAVCX31xRI
jiM0wqQZMWg,PLillGF-RfqbaxgxkKgKk1XlJAVCX31xRI
ktPocNL0qGg,PLillGF-RfqbaxgxkKgKk1XlJAVCX31xRI
Kyx2PsuwomE,PLillGF-Rfqbb6vZqT-Lzi9Al_noaY5LAs
hP77Rua1E0c,PLillGF-Rfqbb6vZqT-Lzi9Al_noaY5LAs
pYhLEV-sRpY,PLillGF-Rfqbb6vZqT-Lzi9Al_noaY5LAs
gYzHS-n2gqU,PLillGF-RfqbYoGoCjKoMOkVznV6aSXKzU
HguAyYnWBuU,PLillGF-RfqbYoGoCjKoMOkVznV6aSXKzU
7WaohfclZRs,PLillGF-RfqbYoGoCjKoMOkVznV6aSXKzU
92J-3ajM0dI,PLillGF-RfqbYoGoCjKoMOkVznV6aSXKzU
QOdnrMC9O7A,PLillGF-RfqbYoGoCjKoMOkVznV6aSXKzU
oxTG7TVr7PQ,PLillGF-RfqbYoGoCjKoMOkVznV6aSXKzU
qGYNbrT9P6Y,PLillGF-RfqbYoGoCjKoMOkVznV6aSXKzU
PBTYxXADG_k,PLillGF-RfqbbiTGgA77tGO426V3hRF9iE
5yTazHkDR4o,PLillGF-RfqbbiTGgA77tGO426V3hRF9iE
R54neaLznFA,PLillGF-RfqbbiTGgA77tGO426V3hRF9iE
fcna-jJtAXk,PLillGF-RfqbbiTGgA77tGO426V3hRF9iE
iI5h4-pChho,PLillGF-RfqbbiTGgA77tGO426V3hRF9iE
TO6akRGXhx8,PLillGF-RfqbbiTGgA77tGO426V3hRF9iE
431EvDGKwks,PLillGF-RfqbbiTGgA77tGO426V3hRF9iE
